,name,url,creator,status,start_time,finish_time,players,rounds,settings.type,settings.rules,settings.is_rated,settings.is_official,settings.is_invite_only,settings.user_advance_count,settings.winner_places,settings.registered_user_count,settings.total_rounds,settings.time_class,settings.time_control,tournament_url
55,Early-Titled-Tuesday-Blitz-August-29-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-august-29-2023-4252458,CHESScom,finished,1693321200,1693328802,"[{'username': 'firouzja2003', 'status': 'winner'}, {'username': 'joppie2', 'status': 'registered'}, {'username': 'nihalsarin', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'denlaz', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'bogdandeac', 'status': 'registered'}, {'username': 'brandonjacobson', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'andreikka', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'sergoy', 'status': 'registered'}, {'username': 'billiekimbah', 'status': 'registered'}, {'username': 'amintabatabaei', 'status': 'registered'}, {'username': 'sina_movahed', 'status': 'registered'}, {'username': 'xdps', 'status': 'registered'}, {'username': 'bauman_guy', 'status': 'registered'}, {'username': 'frederickthemate', 'status': 'registered'}, {'username': 'durarbayli', 'status': 'registered'}, {'username': 'shimastream', 'status': 'registered'}, {'username': 'krzyzan94', 'status': 'registered'}, {'username': 'gmbenjaminbok', 'status': 'registered'}, {'username': 'abhidabhi', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-29-2023-4252458/11'],swiss,chess,True,True,False,1,3,607,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-29-2023-4252458
56,Late-Titled-Tuesday-Blitz-August-22-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-august-22-2023-4238995,CHESScom,finished,1692738000,1692745502,"[{'username': 'hikaru', 'status': 'winner'}, {'username': 'billiekimbah', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'gmwso', 'status': 'registered'}, {'username': 'njal28', 'status': 'registered'}, {'username': 'polish_fighter3000', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'vladimirkramnik', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': 'cayse', 'status': 'registered'}, {'username': 'nihalsarin', 'status': 'registered'}, {'username': 'raunaksadhwani2005', 'status': 'registered'}, {'username': 'danielnaroditsky', 'status': 'registered'}, {'username': 'elsa167', 'status': 'registered'}, {'username': 'k_a_s_t_o_r', 'status': 'registered'}, {'username': 'sebastian', 'status': 'registered'}, {'username': 'sargsyan_shant', 'status': 'registered'}, {'username': 'carlesdc96', 'status': 'registered'}, {'username': 'bogdandeac', 'status': 'registered'}, {'username': 'byniolus', 'status': 'registered'}, {'username': 'jinbojinbo', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'lennis93', 'status': 'registered'}, {'username': 'grischuk', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-22-2023-4238995/11'],swiss,chess,True,True,False,1,3,501,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-22-2023-4238995
57,Early-Titled-Tuesday-Blitz-August-22-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-august-22-2023-4238994,CHESScom,finished,1692716400,1692724150,"[{'username': 'nihalsarin', 'status': 'winner'}, {'username': 'andreikka', 'status': 'registered'}, {'username': 'hikaru', 'status': 'registered'}, {'username': 'ghandeevam2003', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'duhless', 'status': 'registered'}, {'username': 'verdenotte', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'fandorine', 'status': 'registered'}, {'username': 'vladislavkovalev', 'status': 'registered'}, {'username': 'anton_demchenko', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'murad_ibrahimli', 'status': 'registered'}, {'username': 'cayse', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'gmwso', 'status': 'registered'}, {'username': 'viiiagra', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'alexander_donchenko', 'status': 'registered'}, {'username': 'vugarrasulov', 'status': 'registered'}, {'username': 'timofeevar', 'status': 'registered'}, {'username': 'elsa167', 'status': 'registered'}, {'username': 'kirill_klukin', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-22-2023-4238994/11'],swiss,chess,True,True,False,1,3,592,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-22-2023-4238994
58,Late-Titled-Tuesday-Blitz-August-15-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-august-15-2023-4225474,CHESScom,finished,1692133200,1692140918,"[{'username': 'njal28', 'status': 'winner'}, {'username': 'polish_fighter3000', 'status': 'registered'}, {'username': 'lyonbeast', 'status': 'registered'}, {'username': 'bogdandeac', 'status': 'registered'}, {'username': 'vladislavkovalev', 'status': 'registered'}, {'username': 'hikaru', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'sergoy', 'status': 'registered'}, {'username': 'sergiochess83', 'status': 'registered'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'dretch', 'status': 'registered'}, {'username': 'jcibarra', 'status': 'registered'}, {'username': 'vincentkeymer', 'status': 'registered'}, {'username': 'miferz44', 'status': 'registered'}, {'username': 'grischuk', 'status': 'registered'}, {'username': 'elsa167', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'igorbjelobrk', 'status': 'registered'}, {'username': 'zkid', 'status': 'registered'}, {'username': 'danielnaroditsky', 'status': 'registered'}, {'username': 'rodalquilar', 'status': 'registered'}, {'username': 'vladimirkramnik', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-15-2023-4225474/11'],swiss,chess,True,True,False,1,3,413,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-15-2023-4225474
59,Early-Titled-Tuesday-Blitz-August-15-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-august-15-2023-4225473,CHESScom,finished,1692111600,1692119225,"[{'username': 'firouzja2003', 'status': 'winner'}, {'username': 'levonaronian', 'status': 'registered'}, {'username': 'bigfish1995', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'gogieff', 'status': 'registered'}, {'username': 'raunaksadhwani2005', 'status': 'registered'}, {'username': 'polish_fighter3000', 'status': 'registered'}, {'username': 'billiekimbah', 'status': 'registered'}, {'username': 'nihalsarin', 'status': 'registered'}, {'username': 'wonderfultime', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'igorkovalenko', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'grischuk', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'hikaru', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'contrversia', 'status': 'registered'}, {'username': 'rikikits', 'status': 'registered'}, {'username': 'checkthis4', 'status': 'registered'}, {'username': 'bogdandeac', 'status': 'registered'}, {'username': 'kuli4ik', 'status': 'registered'}, {'username': 'gaioznigalidze', 'status': 'registered'}, {'username': 'baki83', 'status': 'registered'}, {'username': 'anton_demchenko', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-15-2023-4225473/11'],swiss,chess,True,True,False,1,3,529,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-15-2023-4225473
60,Late-Titled-Tuesday-Blitz-August-08-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-august-08-2023-4212116,CHESScom,finished,1691528400,1691536129,"[{'username': 'dropstonedp', 'status': 'winner'}, {'username': 'iturrizaga', 'status': 'registered'}, {'username': 'danielnaroditsky', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'baku_boulevard', 'status': 'registered'}, {'username': 'firouzja2003', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'genghis_k', 'status': 'registered'}, {'username': 'tigrvshlyape', 'status': 'registered'}, {'username': 'chessicallyinclined', 'status': 'registered'}, {'username': 'bigfish1995', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'vugarrasulov', 'status': 'registered'}, {'username': 'igor_lysyj', 'status': 'registered'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'alexrustemov', 'status': 'registered'}, {'username': 'crescentmoon2411', 'status': 'registered'}, {'username': 'a-fier', 'status': 'registered'}, {'username': 'jcibarra', 'status': 'registered'}, {'username': 'aradnazari', 'status': 'registered'}, {'username': 'gmkrikor', 'status': 'registered'}, {'username': 'byniolus', 'status': 'registered'}, {'username': 'lucasmito', 'status': 'registered'}, {'username': 'bazar-wokzal', 'status': 'registered'}, {'username': '0gzpanda', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-08-2023-4212116/11'],swiss,chess,True,True,False,1,3,462,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-08-2023-4212116
61,Early-Titled-Tuesday-Blitz-August-08-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-august-08-2023-4212115,CHESScom,finished,1691506800,1691514490,"[{'username': 'fairchess_on_youtube', 'status': 'winner'}, {'username': 'denlaz', 'status': 'registered'}, {'username': 'fabianocaruana', 'status': 'registered'}, {'username': 'magnuscarlsen', 'status': 'registered'}, {'username': 'billiekimbah', 'status': 'registered'}, {'username': 'bigfish1995', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'snowlord', 'status': 'registered'}, {'username': 'levonaronian', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': 'metiforce', 'status': 'registered'}, {'username': 'matthewg-p4p', 'status': 'registered'}, {'username': 'grischuk', 'status': 'registered'}, {'username': 'contrversia', 'status': 'registered'}, {'username': 'sanan_sjugirov', 'status': 'registered'}, {'username': 'evgchess5', 'status': 'registered'}, {'username': 'firouzja2003', 'status': 'registered'}, {'username': 'eduard_limonov', 'status': 'registered'}, {'username': 'peshkach', 'status': 'registered'}, {'username': 'mops_2004', 'status': 'registered'}, {'username': 'shimastream', 'status': 'registered'}, {'username': 'tdf98pantani', 'status': 'registered'}, {'username': 'bauman_guy', 'status': 'registered'}, {'username': 'beca95', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-08-2023-4212115/11'],swiss,chess,True,True,False,1,3,614,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-08-2023-4212115
62,Late-Titled-Tuesday-Blitz-August-01-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-august-01-2023-4198580,CHESScom,finished,1690923600,1690931242,"[{'username': 'grischuk', 'status': 'winner'}, {'username': 'magnuscarlsen', 'status': 'registered'}, {'username': 'billiekimbah', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'firouzja2003', 'status': 'registered'}, {'username': 'platy3', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'zkid', 'status': 'registered'}, {'username': '0gzpanda', 'status': 'registered'}, {'username': 'alexrustemov', 'status': 'registered'}, {'username': 'elsa167', 'status': 'registered'}, {'username': 'vaathi_coming', 'status': 'registered'}, {'username': 'kuli4ik', 'status': 'registered'}, {'username': 'mbojan', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'semetey', 'status': 'registered'}, {'username': 'rutricks', 'status': 'registered'}, {'username': 'krzyzan94', 'status': 'registered'}, {'username': 'hansen', 'status': 'registered'}, {'username': 'harry_rakkel', 'status': 'registered'}, {'username': 'blackboarder', 'status': 'registered'}, {'username': 'witik', 'status': 'registered'}, {'username': 'ozates', 'status': 'registered'}, {'username': 'korchmar_vasiliy', 'status': 'registered'}, {'username': 'ali_rastbod', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-01-2023-4198580/11'],swiss,chess,True,True,False,1,3,435,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-august-01-2023-4198580
63,Early-Titled-Tuesday-Blitz-August-01-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-august-01-2023-4198579,CHESScom,finished,1690902000,1690909824,"[{'username': 'magnuscarlsen', 'status': 'winner'}, {'username': 'garcho08', 'status': 'registered'}, {'username': 'tigrvshlyape', 'status': 'registered'}, {'username': 'rodalquilar', 'status': 'registered'}, {'username': 'danielnaroditsky', 'status': 'registered'}, {'username': 'firouzja2003', 'status': 'registered'}, {'username': 'vi_pranav', 'status': 'registered'}, {'username': 'crescentmoon2411', 'status': 'registered'}, {'username': 'contrversia', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'rud_makarian', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'kuli4ik', 'status': 'registered'}, {'username': 'gmbenjaminbok', 'status': 'registered'}, {'username': 'shimastream', 'status': 'registered'}, {'username': 'xxysoul6', 'status': 'registered'}, {'username': 'artooon', 'status': 'registered'}, {'username': 'stollenmonster', 'status': 'registered'}, {'username': 'sina_movahed', 'status': 'registered'}, {'username': 'levonaronian', 'status': 'registered'}, {'username': 'mops_2004', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'chessfatbear', 'status': 'registered'}, {'username': 'vladimirkramnik', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-01-2023-4198579/11'],swiss,chess,True,True,False,1,3,589,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-august-01-2023-4198579
64,Late-Titled-Tuesday-Blitz-July-25-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-july-25-2023-4185048,CHESScom,finished,1690318800,1690326653,"[{'username': 'lyonbeast', 'status': 'winner'}, {'username': 'hikaru', 'status': 'registered'}, {'username': 'danieldardha2005', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'crescentmoon2411', 'status': 'registered'}, {'username': 'tptagain', 'status': 'registered'}, {'username': 'bigfish1995', 'status': 'registered'}, {'username': 'vi_pranav', 'status': 'registered'}, {'username': 'magnuscarlsen', 'status': 'registered'}, {'username': 'polish_fighter3000', 'status': 'registered'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'tigrvshlyape', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'ghandeevam2003', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'zlatan56', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'danielnaroditsky', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': 'tdf98pantani', 'status': 'registered'}, {'username': 'h4parah5', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'nihalsarin', 'status': 'registered'}, {'username': 'wpwpwp-2015', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-25-2023-4185048/11'],swiss,chess,True,True,False,1,3,472,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-25-2023-4185048
65,Early-Titled-Tuesday-Blitz-July-25-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-july-25-2023-4185047,CHESScom,finished,1690297200,1690305012,"[{'username': 'lyonbeast', 'status': 'winner'}, {'username': 'iturrizaga', 'status': 'registered'}, {'username': 'garcho08', 'status': 'registered'}, {'username': 'vladimirkramnik', 'status': 'registered'}, {'username': 'miterryble', 'status': 'registered'}, {'username': 'beca95', 'status': 'registered'}, {'username': 'polish_fighter3000', 'status': 'registered'}, {'username': 'groovykettle', 'status': 'registered'}, {'username': 'gmwso', 'status': 'registered'}, {'username': 'cayse', 'status': 'registered'}, {'username': 'duhless', 'status': 'registered'}, {'username': 'emiliocordova', 'status': 'registered'}, {'username': 'tptagain', 'status': 'registered'}, {'username': 'zubrrr', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'aryantari', 'status': 'registered'}, {'username': 'robert_chessmood', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'chessbrah', 'status': 'registered'}, {'username': 'chessmissile07', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'shimastream', 'status': 'registered'}, {'username': 'harsha_bharathakoti', 'status': 'registered'}, {'username': 'vi_pranav', 'status': 'registered'}, {'username': 'fantastic_power', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-25-2023-4185047/11'],swiss,chess,True,True,False,1,3,570,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-25-2023-4185047
66,Late-Titled-Tuesday-Blitz-July-18-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-july-18-2023-4171498,CHESScom,finished,1689714000,1689721581,"[{'username': 'hikaru', 'status': 'winner'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'vladimirkramnik', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'billiekimbah', 'status': 'registered'}, {'username': 'antipov_mikhail_al', 'status': 'registered'}, {'username': 'alexander_moskalenko', 'status': 'registered'}, {'username': 'vugarrasulov', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'miterryble', 'status': 'registered'}, {'username': 'vi_pranav', 'status': 'registered'}, {'username': '0gzpanda', 'status': 'registered'}, {'username': 'nihalsarin', 'status': 'registered'}, {'username': '1stsecond', 'status': 'registered'}, {'username': 'alex_sahakyan2006', 'status': 'registered'}, {'username': 'oparingrigoriy', 'status': 'registered'}, {'username': 'tigrvshlyape', 'status': 'registered'}, {'username': 'tptagain', 'status': 'registered'}, {'username': 'artemdyachuk', 'status': 'registered'}, {'username': 'crescentmoon2411', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-18-2023-4171498/11'],swiss,chess,True,True,False,1,3,443,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-18-2023-4171498
67,Early-Titled-Tuesday-Blitz-July-18-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-july-18-2023-4171497,CHESScom,finished,1689692400,1689699852,"[{'username': 'galperinplaton', 'status': 'winner'}, {'username': 'maybe00', 'status': 'registered'}, {'username': 'firouzja2003', 'status': 'registered'}, {'username': 'hikaru', 'status': 'registered'}, {'username': 'oparingrigoriy', 'status': 'registered'}, {'username': 'matthewg-p4p', 'status': 'registered'}, {'username': 'sina_movahed', 'status': 'registered'}, {'username': 'jimdigrease', 'status': 'registered'}, {'username': '0gzpanda', 'status': 'registered'}, {'username': 'jcibarra', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'verdenotte', 'status': 'registered'}, {'username': 'timofeevar', 'status': 'registered'}, {'username': 'chito89', 'status': 'registered'}, {'username': 'duhless', 'status': 'registered'}, {'username': 'tptagain', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'aygehovit1992', 'status': 'registered'}, {'username': 'vi_pranav', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'baki83', 'status': 'registered'}, {'username': 'andrei_skvortsov', 'status': 'registered'}, {'username': 'antipov_mikhail_al', 'status': 'registered'}, {'username': 'krzyzan94', 'status': 'registered'}, {'username': 'egor_koshulyan', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-18-2023-4171497/11'],swiss,chess,True,True,False,1,3,502,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-18-2023-4171497
68,Late-Titled-Tuesday-Blitz-July-11-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-july-11-2023-4158386,CHESScom,finished,1689109200,1689116759,"[{'username': 'magnuscarlsen', 'status': 'winner'}, {'username': 'hikaru', 'status': 'registered'}, {'username': 'fabianocaruana', 'status': 'registered'}, {'username': 'mykola-bortnyk', 'status': 'registered'}, {'username': 'speedoflight0', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'bogdandeac', 'status': 'registered'}, {'username': 'shimastream', 'status': 'registered'}, {'username': 'parhamov', 'status': 'registered'}, {'username': 'firouzja2003', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'liczner', 'status': 'registered'}, {'username': 'sergiochess83', 'status': 'registered'}, {'username': 'jcibarra', 'status': 'registered'}, {'username': 'rud_makarian', 'status': 'registered'}, {'username': 'gmrafpig', 'status': 'registered'}, {'username': 'xamax2000', 'status': 'registered'}, {'username': 'jimdigrease', 'status': 'registered'}, {'username': 'vladimirkramnik', 'status': 'registered'}, {'username': 'mbojan', 'status': 'registered'}, {'username': 'durarbayli', 'status': 'registered'}, {'username': 'matibar', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-11-2023-4158386/11'],swiss,chess,True,True,False,1,3,439,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-11-2023-4158386
69,Early-Titled-Tuesday-Blitz-July-11-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-july-11-2023-4158385,CHESScom,finished,1689087600,1689095022,"[{'username': 'hikaru', 'status': 'winner'}, {'username': 'oparingrigoriy', 'status': 'registered'}, {'username': 'gmbenjaminbok', 'status': 'registered'}, {'username': 'indianlad', 'status': 'registered'}, {'username': 'duhless', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'rud_makarian', 'status': 'registered'}, {'username': 'gordima', 'status': 'registered'}, {'username': 'vaathi_coming', 'status': 'registered'}, {'username': 'fandorine', 'status': 'registered'}, {'username': 'bogdandeac', 'status': 'registered'}, {'username': 'shield12', 'status': 'registered'}, {'username': 'nihalsarin', 'status': 'registered'}, {'username': 'vladimir_zakhartsov', 'status': 'registered'}, {'username': 'penguingm1', 'status': 'registered'}, {'username': 'vi_pranav', 'status': 'registered'}, {'username': 'jimdigrease', 'status': 'registered'}, {'username': 'gm_dmitrij', 'status': 'registered'}, {'username': '0gzpanda', 'status': 'registered'}, {'username': 'dmitrymaximov', 'status': 'registered'}, {'username': 'gmg', 'status': 'registered'}, {'username': 'chessqueen', 'status': 'registered'}, {'username': 'sina_movahed', 'status': 'registered'}, {'username': 'schmakattack', 'status': 'registered'}, {'username': 'tdf98pantani', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-11-2023-4158385/11'],swiss,chess,True,True,False,1,3,517,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-11-2023-4158385
70,Late-Titled-Tuesday-Blitz-July-04-2023,https://www.chess.com/tournament/live/late-titled-tuesday-blitz-july-04-2023-4144882,CHESScom,finished,1688504400,1688511978,"[{'username': 'magnuscarlsen', 'status': 'winner'}, {'username': 'fabianocaruana', 'status': 'registered'}, {'username': 'jospem', 'status': 'registered'}, {'username': 'tigrvshlyape', 'status': 'registered'}, {'username': 'msb2', 'status': 'registered'}, {'username': 'vojtechplat', 'status': 'registered'}, {'username': 'oleksandr_bortnyk', 'status': 'registered'}, {'username': 'bogdandeac', 'status': 'registered'}, {'username': 'gm_dmitrij', 'status': 'registered'}, {'username': 'danielnaroditsky', 'status': 'registered'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'fairchess_on_youtube', 'status': 'registered'}, {'username': 'fandorine', 'status': 'registered'}, {'username': 'faustinooro', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': '0gzpanda', 'status': 'registered'}, {'username': 'beca95', 'status': 'registered'}, {'username': 'aygehovit1992', 'status': 'registered'}, {'username': 'zhigalko_sergei', 'status': 'registered'}, {'username': 'knvb', 'status': 'registered'}, {'username': 'mikhail_golubev', 'status': 'registered'}, {'username': 'grzechu96', 'status': 'registered'}, {'username': 'fisher_thegalactic', 'status': 'registered'}, {'username': 'hilary46', 'status': 'registered'}, {'username': 'denlaz', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-04-2023-4144882/11'],swiss,chess,True,True,False,1,3,432,11,blitz,180+1,https://api.chess.com/pub/tournament/late-titled-tuesday-blitz-july-04-2023-4144882
71,Early-Titled-Tuesday-Blitz-July-04-2023,https://www.chess.com/tournament/live/early-titled-tuesday-blitz-july-04-2023-4144881,CHESScom,finished,1688482800,1688490726,"[{'username': 'gogieff', 'status': 'winner'}, {'username': 'legendinunknown', 'status': 'registered'}, {'username': 'crescentmoon2411', 'status': 'registered'}, {'username': 'rasmussvane', 'status': 'registered'}, {'username': 'baku_boulevard', 'status': 'registered'}, {'username': 'shield12', 'status': 'registered'}, {'username': 'nihalsarin', 'status': 'registered'}, {'username': 'jefferyx', 'status': 'registered'}, {'username': 'krakozia', 'status': 'registered'}, {'username': 'duhless', 'status': 'registered'}, {'username': 'denlaz', 'status': 'registered'}, {'username': 'billiekimbah', 'status': 'registered'}, {'username': 'vaathi_coming', 'status': 'registered'}, {'username': 'beca95', 'status': 'registered'}, {'username': 'demon64fields', 'status': 'registered'}, {'username': 'hikaru', 'status': 'registered'}, {'username': 'mishanick', 'status': 'registered'}, {'username': 'vi_pranav', 'status': 'registered'}, {'username': 'miterryble', 'status': 'registered'}, {'username': 'gmwso', 'status': 'registered'}, {'username': 'fandorine', 'status': 'registered'}, {'username': 'dropstonedp', 'status': 'registered'}, {'username': 'tigrvshlyape', 'status': 'registered'}, {'username': 'goryachkina', 'status': 'registered'}, {'username': 'the_machine04', 'status': 'registered'}]",['https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-04-2023-4144881/11'],swiss,chess,True,True,False,1,3,536,11,blitz,180+1,https://api.chess.com/pub/tournament/early-titled-tuesday-blitz-july-04-2023-4144881
